Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
United States,USA,2007,245104,27000,,94746,11909626,9961898,19386382
United States,USA,2008,250741,27621,,94456,12030872,10598969,19880520
United States,USA,2009,249561,28000,,92745,12091245,10441709,18952914
United States,USA,2010,248400,28500,,87825,11818953,10185656,19583418
United States,USA,2011,248400,28500,,80943,11969954,10330715,19792180
United States,USA,2012,252624.58,20098.09,,83661,11916067,10554200,19795664
United States,USA,2013,254583.81,18207.67,,83234,11788608,10524535,20085210
United States,USA,2014,256062.11,21389.97,,82238,11698116,10368227,20399386
United States,USA,2015,257344.8,20932.06,,79288.55,10817307,11120748,21017380
United States,USA,2016,258751.39,20573.42,,79003.65,11507221,11320182,21483082
United States,USA,2017,260000,20081.38,,76942.2,11943486,11610981,21914240
United States,USA,2018,261577.38,19877.9,,80923.54,12255874,11942965,22298230
United States,USA,2019,264820.75,19370.23,,79444.37,12384649,12542865,22895596
United States,USA,2020,265560.75,19474.94,,74115.47,12388505,12845097,23168288
United States,USA,2021,266969.9,19580.19,,73597.66,12733643,12559966,23222928
Upper-middle-income countries,,1961,56100,162498.84,17669,2095547,8809342,7609631.5,2271833
Upper-middle-income countries,,1962,58150,173130.16,18268,2166656,9686627,8326930.5,2364627
Upper-middle-income countries,,1963,71200,193301.05,19439,2213633,10480183,10004429,2455810
Upper-middle-income countries,,1964,63050,226626.95,22030,2160327,9874961,9979885,2372276
Upper-middle-income countries,,1965,62300,221081.1,27851,2202640,10309397,12302531,2665308
Upper-middle-income countries,,1966,64374,208615.73,30513,2216207,11114288,13053613,2813737
Upper-middle-income countries,,1967,64925,215821.8,28199.5,2330703,12096737,13440013,2979449
Upper-middle-income countries,,1968,65194,224679.6,28576,2382123,12923199,13047839,3172775
Upper-middle-income countries,,1969,78927,231117.52,29548,2373024,13478302,12852826,3419327
Upper-middle-income countries,,1970,81224,234326.31,31059,2394114,13059873,13457830,3851531
Upper-middle-income countries,,1971,68813,229199.3,29716,2422497,12619879,15277253,4129778
Upper-middle-income countries,,1972,92450,234198.95,29997.5,2350908,13286815,16333542,4406136
Upper-middle-income countries,,1973,73200,231293.1,30443,2358676,13558044,16083250,4811272
Upper-middle-income countries,,1974,78600,189280.34,27355,2361249,14055701,16729686,5232443
Upper-middle-income countries,,1975,74000,193595.4,21750,2440833,14693720,17457624,5556129
Upper-middle-income countries,,1976,76350,208997.66,22914,2334770,15640895,16015945,5666736
Upper-middle-income countries,,1977,79700,197673.5,24221,2374677,16407134,16964858,6232316
Upper-middle-income countries,,1978,80950,205399.5,21633,2439899,17032486,18396902,6876911
Upper-middle-income countries,,1979,84216,224738.34,21553,2336707,16979712,20505138,7516598
Upper-middle-income countries,,1980,87540,196290.2,23055,2384423,16602706,21870126,8105413
Upper-middle-income countries,,1981,89750,202706.92,23027.5,2461812,16967170,22574778,8623406
Upper-middle-income countries,,1982,94025,190986.7,24795,2495700,16636055,23341738,9216843
Upper-middle-income countries,,1983,93025,187199.77,25450,2565427,17251302,24365712,9550193
Upper-middle-income countries,,1984,97125,194518.6,25720,2657683,18127770,25926628,9651009
Upper-middle-income countries,,1985,97625,189840.4,25535,2628772,18625840,27850124,10229852
Upper-middle-income countries,,1986,99450,178220.4,24349,2698660,19838244,28297644,11224606
Upper-middle-income countries,,1987,96275,183862.98,23398,2815843,20022270,30022214,12168093
Upper-middle-income countries,,1988,95900,188064.44,25046,3011357,20818832,31956982,13050980
Upper-middle-income countries,,1989,97025,191606.44,27523.5,3178858,21443744,32888566,13207709
Upper-middle-income countries,,1990,55198,208577.5,29880,3303051,22204498,34467704,14336574
Upper-middle-income countries,,1991,90383.71,215506,18540,3109875.2,22175206,36085336,15402633
Upper-middle-income countries,,1992,87692.01,345142.12,24972.75,2864217.8,19140090,35411444,15216494
Upper-middle-income countries,,1993,91469.85,349118.5,23378.82,3045216.5,19393044,37397224,17094430
Upper-middle-income countries,,1994,94753.8,404800.4,24011.36,3039965,19672192,40838220,18070482
Upper-middle-income countries,,1995,98886.87,418239.53,24152.62,3168065.2,19962536,45191068,20298356
Upper-middle-income countries,,1996,101667.68,456922.16,23909.76,3124284.2,20450706,40201250,20360574
Upper-middle-income countries,,1997,105177.66,448127.97,20617.93,3374306,21023288,44526224,22476428
Upper-middle-income countries,,1998,103436.05,445044.44,22527.37,3592295.5,20570526,47597084,24446188
Upper-middle-income countries,,1999,110720,447071.25,24307.25,3719877.8,21705896,48840364,26186024
Upper-middle-income countries,,2000,112713.44,452022.75,24552.5,3829096.8,22011484,48538508,27982198
Upper-middle-income countries,,2001,110415.92,462098.25,24124,4056262.8,21919646,49180360,28753246
Upper-middle-income countries,,2002,111100.97,463786.56,25535.5,4154835.8,22542512,50341156,30203758
Upper-middle-income countries,,2003,119782.86,471211.84,25438,4445504.5,23127194,51983216,31741726
Upper-middle-income countries,,2004,122585.164,472525.84,25228.2,4719768,24350400,52894176,33018664
Upper-middle-income countries,,2005,122116.48,474578.72,26705,4886145,25510420,54840390,34180860
Upper-middle-income countries,,2006,126095.484,465405.7,27652,5074996.5,26166618,55906710,35525216
Upper-middle-income countries,,2007,133573.98,454746,28073,5387784.5,27156370,52949052,38469100
Upper-middle-income countries,,2008,137385.42,438738.53,30566,5470177,26936310,56266276,41506120
Upper-middle-income countries,,2009,144298.84,451304.28,26569,5585020,27258108,59208816,42901144
Upper-middle-income countries,,2010,150936.19,456460.5,27139,5660665,26929036,61316236,45198110
Upper-middle-income countries,,2011,163625,464757.3,27553,5608331.5,26552446,61507264,47569388
Upper-middle-income countries,,2012,163001.05,464798.47,27685,5735531,27015704,64656330,50103532
Upper-middle-income countries,,2013,162670.95,455011.44,30511.97,5822422.5,27741450,66483960,51101144
Upper-middle-income countries,,2014,166504.12,471571.8,30389.73,6035836,27845258,68672890,52421212
Upper-middle-income countries,,2015,176277.8,478841.7,29792.21,6165282.5,27828056,68851200,54572296
Upper-middle-income countries,,2016,169402.66,480573.94,31037.832,6420616,27632802,67300860,55880340
Upper-middle-income countries,,2017,172886.67,455438.97,30623.932,6516617.5,28380950,68012150,57256740
Upper-middle-income countries,,2018,170203.23,434938.34,36871.547,6589718,29303356,68069704,58742296
Upper-middle-income countries,,2019,172344.83,454117.62,54075.67,6742059.5,30969456,57036816,62066670
Upper-middle-income countries,,2020,174314.23,477043.06,57173.64,6818292.5,30925154,56328484,63079536
Upper-middle-income countries,,2021,177734.38,465467.88,61331.98,7089005.5,31035586,68191240,64938684
Uruguay,URY,1979,100,1400,,29748,270324,28412,17885
Uruguay,URY,1980,320,1200,,33000,336000,24720,18286
Uruguay,URY,1981,510,1930,,49000,387000,25037,19594
Uruguay,URY,1982,100,2300,,48000,397357,22848,20096
Uruguay,URY,1983,330,2400,,43000,432252,21892,19998
Uruguay,URY,1984,520,2300,,42622,301217,19024,22198
Uruguay,URY,1985,620,2454,,44770,332425,18251,20004
Uruguay,URY,1986,620,1380,,51620,323500,17000,22619
Uruguay,URY,1987,453,1144,,52584,278500,18827,22589
Uruguay,URY,1988,397,1740,,56125,328682,19620,26340
Uruguay,URY,1989,400,3300,,57638,363991,20325,27255
Uruguay,URY,1990,650,5300,,61152,334552,22072,27764
Uruguay,URY,1991,475,6794,,62525,320446,21805,29050
Uruguay,URY,1992,455,7400,,64385,328617,22450,29500
Uruguay,URY,1993,672,7500,,64000,309663,22800,34000
Uruguay,URY,1994,430,7000,,66000,361399,22900,35000
Uruguay,URY,1995,270,6100,,52000,337585,22000,39882
Uruguay,URY,1996,220,7100,,64000,406961,20500,42533
Uruguay,URY,1997,350,8100,,60000,454403,21700,43126
Uruguay,URY,1998,380,7300,,55000,449900,25800,51900
Uruguay,URY,1999,430,7000,,51000,457700,27000,57000
Uruguay,URY,2000,434.2,8900,,51000,453123,26000,52000
Uruguay,URY,2001,440,10700,,51200,317000,22600,54998
Uruguay,URY,2002,438.06,7500,,30837,411841,19521,45181
Uruguay,URY,2003,445,7000,,26934,424211,16797,30686
Uruguay,URY,2004,440,8400,,26504,496498,17424,40997
Uruguay,URY,2005,480,8000,,33000,590000,19754,51762
Uruguay,URY,2006,490,9000,,31000,600000,18511,60387
Uruguay,URY,2007,450,8700,,27272,522982,21057,50121
Uruguay,URY,2008,450,9900,,30022,526869,20869,75300
Uruguay,URY,2009,460,8600,,32718,491213,17290,72800
Uruguay,URY,2010,443.43,8170,,20563,524000,18397,69200
Uruguay,URY,2011,420,8170,,20337,485814,20853,85342
Uruguay,URY,2012,417.6,8400,,19300,510160,17223,84400
Uruguay,URY,2013,450.37,4514.76,,27458,491700,17650,83225
Uruguay,URY,2014,450.36,8289.06,,23994,517500,16916,84873
Uruguay,URY,2015,440.25,8718.59,,14521.48,536769.2,14211.45,85205
Uruguay,URY,2016,439.1,7720.54,,14325.85,564877.56,14983,83288
Uruguay,URY,2017,439.35,8614.24,,14405.6,594122.2,14267,74428
Uruguay,URY,2018,443.03,9192.36,,17562,589732,13175,70417
Uruguay,URY,2019,441.03,9547.34,,17658,580320,10000,71651
Uruguay,URY,2020,441.45,8432.91,,23639,510160,10526,69387
Uruguay,URY,2021,441.86,13615.53,,24074,572522,13488,77176.85
Uruguay,URY,1961,,570,,56000,270500,18000,7917
Uruguay,URY,1962,,570,,57500,268100,19000,8260
Uruguay,URY,1963,,580,,52000,290200,19000,8156
Uruguay,URY,1964,,600,,53000,380000,20000,8281
Uruguay,URY,1965,,588,,58000,304400,18000,8644
Uruguay,URY,1966,,630,,66000,247300,21000,8601
Uruguay,URY,1967,,590,,52138,252368,25084,8400
Uruguay,URY,1968,,840,,66680,338572,21591,9968
Uruguay,URY,1969,,953,,59000,345300,20500,11211
Uruguay,URY,1970,,1256,,87208,378800,21818,12852
Uruguay,URY,1971,,1480,,69633,288600,26039,15250
Uruguay,URY,1972,,1320,,66571,287000,22023,17535
Uruguay,URY,1973,,1690,,48000,296600,21307,20546
Uruguay,URY,1974,,1300,,51800,330200,26986,18555
Uruguay,URY,1975,,1900,,42430,344975,26876,15563
Uruguay,URY,1976,,1900,,38300,403225,27724,16570
Uruguay,URY,1977,,1370,,39000,341797,26678,17070
Uruguay,URY,1978,,1460,,38000,313562,26474,17578
Uzbekistan,UZB,1992,,1751.66,614.43,67500,323300,36100,38800
Uzbekistan,UZB,1993,,1883.83,630.37,74000,378000,27000,36000
Uzbekistan,UZB,1994,,2031.8,646.26,73000,390000,20000,24000
Uzbekistan,UZB,1995,,2170.82,664.99,83000,392000,16000,16000
Uzbekistan,UZB,1996,,2219.64,638.45,76000,362000,9000,12000
Uzbekistan,UZB,1997,,2152.44,571.81,66000,387000,4000,10000
Uzbekistan,UZB,1998,,2143.78,500,82000,400000,15000,16500
Uzbekistan,UZB,1999,,2110.3,466,73000,370500,19800,16300
Uzbekistan,UZB,2000,,2079.65,520,79400,390000,14500,16000
Uzbekistan,UZB,2001,,1988.1,560,75000,404000,10500,15200
Uzbekistan,UZB,2002,,2296.74,600,71100,425300,4300,10100
Uzbekistan,UZB,2003,,2600,644,74100,455900,11200,16000
Uzbekistan,UZB,2004,,1900,700,69600,493600,13800,16700
Uzbekistan,UZB,2005,,2153,749,73600,518100,16000,21300
Uzbekistan,UZB,2006,,1962,577,83587,551590,18058,23400
Uzbekistan,UZB,2007,,1800,500,83000,551000,18000,22400
Uzbekistan,UZB,2008,,2000,500,88000,586000,19000,24000
Uzbekistan,UZB,2009,,2100,500,93400,622700,20000,25000
Uzbekistan,UZB,2010,,2200,600,100000,665300,21000,27000
Uzbekistan,UZB,2011,,3000,800,138000,667500,30000,36600
Uzbekistan,UZB,2012,,3300,800,150000,708200,32000,42200
Uzbekistan,UZB,2013,,4000,1000,166000,750000,35000,45000
Uzbekistan,UZB,2014,,4000,1000,177000,800000,37200,48100
Uzbekistan,UZB,2015,,4200,1100,191200,850000,40000,52000
Uzbekistan,UZB,2016,,5530.47,1377.57,203860.05,880244.56,37488,55800
Uzbekistan,UZB,2017,,4073.45,1888.59,189495.16,835000,24047.95,74800
Uzbekistan,UZB,2018,,7532.73,2744.34,166154.83,1061891.9,2443.81,96900
Uzbekistan,UZB,2019,,5893.29,1836.21,158863.44,948228.8,3275.48,114900
Uzbekistan,UZB,2020,,6316.19,1815.92,162884.42,961955.2,3425.63,101400
Uzbekistan,UZB,2021,,6404.93,1800.56,169134.38,1003247.06,3025.23,123600
Vanuatu,VUT,1961,,10.2,,16,930,1260,96
Vanuatu,VUT,1962,,10.5,,17,1060,1260,100
Vanuatu,VUT,1963,,10.5,,17,1220,1260,102
Vanuatu,VUT,1964,,10.35,,17,1350,1275,105
Vanuatu,VUT,1965,,11.1,,18,1450,1290,108
Vanuatu,VUT,1966,,24,,18,1600,1296,112
Vanuatu,VUT,1967,,11.25,,18,1700,1320,114
Vanuatu,VUT,1968,,9.3,,19,1730,1344,120
Vanuatu,VUT,1969,,9.15,,19,1800,1368,126
Vanuatu,VUT,1970,,16.5,,19,1900,1392,132
Vanuatu,VUT,1971,,16.5,,20,2250,1416,140
Vanuatu,VUT,1972,,6.75,,20,2300,1440,155
Vanuatu,VUT,1973,,6.75,,20,2400,1440,170
Vanuatu,VUT,1974,,19.5,,21,2500,1455,174
Vanuatu,VUT,1975,,10.05,,21,2700,1470,177
Vanuatu,VUT,1976,,8.25,,22,2800,1485,181
Vanuatu,VUT,1977,,8.25,,22,2100,1643,185
Vanuatu,VUT,1978,,8.25,,23,2300,1728,190
Vanuatu,VUT,1979,,8.25,,25,2200,1870,195
Vanuatu,VUT,1980,,9,,24,2100,2052,300
Vanuatu,VUT,1981,,10.05,,24,2051,2183,320
Vanuatu,VUT,1982,,9,,25,1940,2280,330
Vanuatu,VUT,1983,,9,,25,2208,2640,350
Vanuatu,VUT,1984,,9,,26,2246,2501,370
Vanuatu,VUT,1985,,9,,26,2259,2646,390
Vanuatu,VUT,1986,,9,,27,2008,2624,400
Vanuatu,VUT,1987,,9,,27,2722,2574,410
Vanuatu,VUT,1988,,9,,21,2647,2112,420
Vanuatu,VUT,1989,,9,,22,2607,2016,420
Vanuatu,VUT,1990,,9,,23,3026,2205,430
Vanuatu,VUT,1991,,9,,24,3387,2499,450
Vanuatu,VUT,1992,,9,,26,3329,2550,440
Vanuatu,VUT,1993,,9,,26,3699,2550,470
Vanuatu,VUT,1994,,9,,26,4069,2550,470
Vanuatu,VUT,1995,,9,,26,3894,2550,470
Vanuatu,VUT,1996,,9,,26,3698,2652,470
Vanuatu,VUT,1997,,9,,26,3826,2703,470
Vanuatu,VUT,1998,,9,,26,3565,2779.5,470
Vanuatu,VUT,1999,,9,,26,3875,2805,500
Vanuatu,VUT,2000,,9,,26,3754,2805,500
Vanuatu,VUT,2001,,9,,26,3028,2805,500
Vanuatu,VUT,2002,,9,,28,2531,2805,500
Vanuatu,VUT,2003,,9,,32,3127,2805,500
Vanuatu,VUT,2004,,9,,36,2983,2805,560
Vanuatu,VUT,2005,,9,,38.2,3195,2856,600
Vanuatu,VUT,2006,,10.5,,40.5,3083,3034.5,605
Vanuatu,VUT,2007,,12,,38.32,3147,3366,850
Vanuatu,VUT,2008,,15,,37.67,3297,3417,1000
Vanuatu,VUT,2009,,22.5,,36.87,2560,3417,1000
Vanuatu,VUT,2010,,24,,36.45,3537,3442.5,850
Vanuatu,VUT,2011,,24,,36.03,3214,3468,900
Vanuatu,VUT,2012,,24,,35.62,3390,3519,925.4
Vanuatu,VUT,2013,,25.2,,35.21,3289,3519,1008.98
Vanuatu,VUT,2014,,26.25,,34.8,2987,3529.61,920.9
Vanuatu,VUT,2015,,24.99,,34.39,2581,3444.52,858.94
Vanuatu,VUT,2016,,24.17,,33.3,2532,3333.89,679.07
Vanuatu,VUT,2017,,20.4,,32.78,2314,3287.33,806.12
Vanuatu,VUT,2018,,24.52,,33.14,1889,3421.76,747.03
Vanuatu,VUT,2019,,24.96,,32.62,1949,3401.92,707.64
Vanuatu,VUT,2020,,25.4,,32.3,1743,3395.05,691.51
Vanuatu,VUT,2021,,25.84,,32.01,2133,3389.59,675.54
Venezuela,VEN,1961,,,,4611,136523,27420,41231
Venezuela,VEN,1962,,,,6813,138383,29620,44269
Venezuela,VEN,1963,,,,4704,147030,29535,49130
Venezuela,VEN,1964,,,,4660,157501,31054,59570
Venezuela,VEN,1965,,,,5531,162387,30490,61363
Venezuela,VEN,1966,,,,6174,176740,30244,66111
Venezuela,VEN,1967,,,,6261,183959,32656,74373
Venezuela,VEN,1968,,,,5859,184249,38185,79495
Venezuela,VEN,1969,,,,6773,208424,43277,84552
Venezuela,VEN,1970,,,,7129,200921,45389,93409
Venezuela,VEN,1971,,,,7553,214079,45382,100398
Venezuela,VEN,1972,,,,7697,219446,49547,115645
Venezuela,VEN,1973,,,,8857,237778,74007,131872
Venezuela,VEN,1974,,,,9559,255674,68764,147699
Venezuela,VEN,1975,,,,10179,267397,79866,163738
Venezuela,VEN,1976,,,,9777,277178,84187,181535
Venezuela,VEN,1977,,,,10971,274432,77738,185666
Venezuela,VEN,1978,,,,10636,307827,80509,195711
Venezuela,VEN,1979,,,,9400,334990,73764,200775
Venezuela,VEN,1980,,,,7196,346384,75639,251398
Venezuela,VEN,1981,,,,7504,341574,78660,289912
Venezuela,VEN,1982,,,,7695,335551,87071,340550
Venezuela,VEN,1983,,,,7136,337358,100073,316524
Venezuela,VEN,1984,,,,6967,298351,104529,360180
Venezuela,VEN,1985,,,,7157,323568,117348,360907
Venezuela,VEN,1986,,,,7346,313261,136099,344942
Venezuela,VEN,1987,,,,7966,275789,133273,358571
Venezuela,VEN,1988,,,,8229,307097,148318,396323
Venezuela,VEN,1989,,,,8761,337601,140527,286058
Venezuela,VEN,1990,,,,6704,381911,107116,259639
Venezuela,VEN,1991,,,,9093,337218,111384,346345
Venezuela,VEN,1992,,,,8445,365253,132869,367619
Venezuela,VEN,1993,,,,9602,393534,133199,382169
Venezuela,VEN,1994,,,,7522,351174,124650,396891
Venezuela,VEN,1995,,,,7235,315567,139439,444929
Venezuela,VEN,1996,,,,7007,349551,137864,476016
Venezuela,VEN,1997,,,,9426,422853,132530,477622
Venezuela,VEN,1998,,,,9149,407601,118192,522091
Venezuela,VEN,1999,,,,8184,391070,127621,635000
Venezuela,VEN,2000,,,,9324,428755,126199,692683
Venezuela,VEN,2001,,,,6339,418182,119347,877053
Venezuela,VEN,2002,,,,6747,428845,118811,893191
Venezuela,VEN,2003,,,,7269,435181,120203,675541
Venezuela,VEN,2004,,,,6948,375982,101363,685600
Venezuela,VEN,2005,,,,8440,424656,126205,739382
Venezuela,VEN,2006,,,,8297,515946,137111,734934
Venezuela,VEN,2007,,,,8488,480897,154369,780110
Venezuela,VEN,2008,,,,8694,482965,163660,802273
Venezuela,VEN,2009,,,,9310,492276,165000,906900
Venezuela,VEN,2010,,,,10892,469932,201843,1077497
Venezuela,VEN,2011,,,,11480,488653,219619,1164129
Venezuela,VEN,2012,,,,9014,584838,196846,983793
Venezuela,VEN,2013,,,,9892,577183,205098,915385
Venezuela,VEN,2014,,,,10057,524008,195903,890541
Venezuela,VEN,2015,,,,9672,434306,186040,815860
Venezuela,VEN,2016,,,,10582,436566,161754,588417
Venezuela,VEN,2017,,,,10727,436516,130275,462413
Venezuela,VEN,2018,,,,9476,417330,124482,430796
Venezuela,VEN,2019,,,,10147,380623,124514,452765
Venezuela,VEN,2020,,,,9593,363921,125878,457403
Venezuela,VEN,2021,,,,9934.79,389177.16,110252.89,441910.34
Vietnam,VNM,1961,,220,,1050,66645,250000,55760
Vietnam,VNM,1962,,275,,1095,68075,257000,60200
Vietnam,VNM,1963,,330,,1170,68720,260000,73360
Vietnam,VNM,1964,,429,,1200,71725,265000,65120
Vietnam,VNM,1965,,528,,1245,75375,275000,71640
Vietnam,VNM,1966,,605,,1305,79455,285000,68960
Vietnam,VNM,1967,,715,,1350,77030,300000,70080
Vietnam,VNM,1968,,770,,1350,80750,290000,70920
Vietnam,VNM,1969,,792,,1350,80255,283000,68800
Vietnam,VNM,1970,,814,,1275,86975,270000,70040
Vietnam,VNM,1971,,836,,1350,85900,275000,72660
Vietnam,VNM,1972,,847,,1350,88545,278000,87000
Vietnam,VNM,1973,,913,,1350,88405,280000,88200
Vietnam,VNM,1974,,968,,1350,89350,265000,88480
Vietnam,VNM,1975,,990,,1425,89125,247000,71120
Vietnam,VNM,1976,,1023,,1425,86200,250000,76800
Vietnam,VNM,1977,,1089,,1500,87340,259000,74800
Vietnam,VNM,1978,,1100,,1500,93200,270000,76800
Vietnam,VNM,1979,,968,,1500,100350,280000,83240
Vietnam,VNM,1980,,1100,,1305,101300,292000,96000
Vietnam,VNM,1981,,1012,,1470,106330,396000,114600
Vietnam,VNM,1982,,1045,,1688,114500,451000,124000
Vietnam,VNM,1983,,1023,,2025,123900,511000,150800
Vietnam,VNM,1984,,1078,,2655,133250,531000,156600
Vietnam,VNM,1985,,1265,,3015,140815,560668,146200
Vietnam,VNM,1986,,1375,,3240,135980,625000,132900
Vietnam,VNM,1987,,1518,,3240,143300,671000,166000
Vietnam,VNM,1988,,1540,,3105,154350,662000,161000
Vietnam,VNM,1989,,1650,,2910,158000,714000,166400
Vietnam,VNM,1990,,1760,,2790,164225,728560,169600
Vietnam,VNM,1991,,1870,,2340,69788.01,523000,164720
Vietnam,VNM,1992,,1870,,2340,71567.13,578000,177120
Vietnam,VNM,1993,,1870,,2647.5,77239.38,638000,168720
Vietnam,VNM,1994,,1925,,3210,80471.66,699000,170400
Vietnam,VNM,1995,,1925,,4125,71923.73,735000,175840
Vietnam,VNM,1996,,1952.5,,4635,65600,788000,196720
Vietnam,VNM,1997,,1870,,4629,67500,843000,284660
Vietnam,VNM,1998,,1980,,4650,70200,896000,299440
Vietnam,VNM,1999,,2640,,4665,72400,962000,325500
Vietnam,VNM,2000,,2233,,4800,78200,1029000,365292
Vietnam,VNM,2001,,2310,,4875,80900,1106000,385371
Vietnam,VNM,2002,,1958,,5407.5,84800,1207000,420002
Vietnam,VNM,2003,,1980,,6000,88700,1311000,455521
Vietnam,VNM,2004,,2200,,7800,97500,1469000,387689
Vietnam,VNM,2005,,2750,,9150,111100,1670000,393890
Vietnam,VNM,2006,,1980,,10515,131900,1829000,414600
Vietnam,VNM,2007,,2002,,11310,150500,1864000,432360
Vietnam,VNM,2008,,2860,,9435,164300,2023000,530160
Vietnam,VNM,2009,,2145,,8745,188400,2140000,607748
Vietnam,VNM,2010,,1210,,8190,199400,2217000,531397
Vietnam,VNM,2011,,1263,,8055,206200,2262000,599360.6
Vietnam,VNM,2012,,1735,,8070,210400,2307000,626401
Vietnam,VNM,2013,,1493.4,,8070,204000,2357000,678232
Vietnam,VNM,2014,,1359,,10088.74,208300,2431000,730879.6
Vietnam,VNM,2015,,1519,,12820.4,212000,2548000,790848.8
Vietnam,VNM,2016,,1235,,13155.13,217300,2701000,851872
Vietnam,VNM,2017,,1584.2,,16430.84,264859.03,2741000,910151.75
Vietnam,VNM,2018,,1383.28,,18849.58,276110.72,2811000,974162.06
Vietnam,VNM,2019,,1350.23,,20990.03,289878.97,2430000,1144553.4
Vietnam,VNM,2020,,1439.41,,21318.29,302232.06,2467000,1319237.6
Vietnam,VNM,2021,,1399.07,,21349.14,347523.44,2590000,1702914.2
Western Africa (FAO),,1961,176650,2930,9407,108227,323813,42806,69518
Western Africa (FAO),,1962,176700,3095,10056,112216,315658,44914,74115
Western Africa (FAO),,1963,178970,3410,10451,120421,332029,47048,77923
Western Africa (FAO),,1964,189030,4150,11036,126945,364730,50277,82894
Western Africa (FAO),,1965,190270,4415,12213,132884,384552,51425,86454
Western Africa (FAO),,1966,192560,4808,12759,141561,389558,53705,91053
Western Africa (FAO),,1967,208880,4840,13105,149119,407061,55393,95177
Western Africa (FAO),,1968,221200,5213,15409,158383,412082,58229,99275
Western Africa (FAO),,1969,224480,5198,14855,168817,450895,62385,110359
Western Africa (FAO),,1970,226210,5430,15676,175499,445986,63519,116094
Western Africa (FAO),,1971,232650,5678,15996,171281,440683,65140,121993
Western Africa (FAO),,1972,234800,5698,17152,166110,403047,66290,127015
Western Africa (FAO),,1973,214920,5249,16049,150123,439540,67583,131608
Western Africa (FAO),,1974,220950,5410,15759,156308,430790,68890,136801
Western Africa (FAO),,1975,233230,5613,14710,176925,398760,73023,154756
Western Africa (FAO),,1976,233530,5822,14921,198016,463216,77328,163768
Western Africa (FAO),,1977,247650,5975,15366,223009,458505,81022,177190
Western Africa (FAO),,1978,252230,6139,16555,246863,493441,85371,191093
Western Africa (FAO),,1979,255675,5987,17289,255786,516970,86930,203605
Western Africa (FAO),,1980,265050,5808,21528,269774,627608,87763,212998
Western Africa (FAO),,1981,273450,5802,22272,282416,607057,90458,230335
Western Africa (FAO),,1982,283050,5490,22263,292662,641585,92087,225106
Western Africa (FAO),,1983,289950,5671,22494,301283,699319,93306,243203
Western Africa (FAO),,1984,293050,4829,23032,277268,725847,105864,242121
Western Africa (FAO),,1985,293050,5809,20815,275452,735223,119836,260074
Western Africa (FAO),,1986,299050,5748,28348,307816,564410,136643,273242
Western Africa (FAO),,1987,300050,6063,29032,318038,555057,153346,286817
Western Africa (FAO),,1988,301550,6636,29219,337830,535848,160698,295623
Western Africa (FAO),,1989,307550,7289,30575,364010,529547,179592,303680
Western Africa (FAO),,1990,306411,7974,31435,369663,547015,173514,311562
Western Africa (FAO),,1991,299250.78,8240.95,24595.61,338861.5,550971.5,243298.4,378466.34
Western Africa (FAO),,1992,304892.03,7984.35,27360.97,339060.22,570629.1,260582.02,378646.5
Western Africa (FAO),,1993,310862,8098.06,25697.25,350234.16,607964.1,274699.9,379167.75
Western Africa (FAO),,1994,316788.78,8228.58,28851.13,378219.34,638292.25,288473.9,384139.28
Western Africa (FAO),,1995,322089.94,8323.4,29466.73,400027.66,636236.94,311604.66,391784.53
Western Africa (FAO),,1996,327498.12,8488.72,29431.23,426259.5,682461,314461.66,390448.8
Western Africa (FAO),,1997,333313.47,8637.25,30221.71,465181.78,699122.06,334949.06,405192.75
Western Africa (FAO),,1998,337278.72,8788.43,30573.11,495012.44,710458.94,351299.38,413046.7
Western Africa (FAO),,1999,346263.6,8954.82,28418.55,524122.8,720770.6,376555.16,419433.9
Western Africa (FAO),,2000,355291.66,9252.85,24503.33,527291.75,655338.25,403981.72,418365.12
Western Africa (FAO),,2001,361792.88,9962.2,26340.16,565768.6,690984.1,425231.5,451583.5
Western Africa (FAO),,2002,368463.34,10174.25,27154.01,570625.4,730490.1,474273.62,460432.78
Western Africa (FAO),,2003,376250.62,10434.08,32146.99,580480.06,711903.06,481474.94,485588.84
Western Africa (FAO),,2004,383859.5,10809.87,29334.51,591404.7,737959.4,491127.53,507641.1
Western Africa (FAO),,2005,390876.28,10765.59,30405.83,613928,742460.56,504222.22,541690.5
Western Africa (FAO),,2006,397354.1,10334.5,29373.93,633009.94,708812.75,524804.75,563945.5
Western Africa (FAO),,2007,394575.2,10947.08,28129.74,646475.2,759101.5,540277.94,605514.94
Western Africa (FAO),,2008,420172.78,11416.5,27806.9,660954.44,774872.75,555926.5,653409.1
Western Africa (FAO),,2009,434884.5,11647.5,28534.74,684893.2,789646,573962,679465.56
Western Africa (FAO),,2010,449305.1,11409.25,30892.93,728233.7,793953,590560.2,675417.75
Western Africa (FAO),,2011,466818.5,11618,33392.92,667064.3,841412.1,605655.6,654637.4
Western Africa (FAO),,2012,473623.97,11708.29,35473.1,636513.5,807032.3,620066.06,663610.3
